type,review_score,total_reviews,review_bucket
Paid,0.8379562043795621,685,200-1k
Paid,0.4034090909090909,176,50-200
Paid,0.6460481099656358,291,200-1k
Paid,0.6333333333333333,90,50-200
Paid,0.5348837209302325,86,50-200
Paid,0.8850267379679144,1122,1k-10k
Paid,0.791907514450867,173,50-200
Paid,0.9848484848484849,66,50-200
Paid,0.9027777777777778,144,50-200
Paid,0.5733333333333334,75,50-200
Paid,0.8909090909090909,55,50-200
Paid,0.935129740518962,6012,1k-10k
Paid,0.6714285714285714,140,50-200
Paid,0.999034749034749,1036,1k-10k
Paid,0.7051282051282052,312,200-1k
Paid,0.8803921568627451,1020,1k-10k
Paid,0.676829268292683,492,200-1k
Paid,0.5833333333333334,96,50-200
Paid,0.6850299401197605,835,200-1k
Paid,0.5892857142857143,56,50-200
Paid,0.9231884057971015,690,200-1k
Paid,0.7768924302788844,251,200-1k
Paid,0.9627906976744186,215,200-1k
Paid,0.9368616527390901,1077,1k-10k
Paid,0.8235294117647058,272,200-1k
Paid,0.963302752293578,218,200-1k
Paid,0.9801596946537399,111087,10k+
Paid,0.5408163265306123,294,200-1k
Paid,0.8493408662900188,531,200-1k
Paid,0.9029312830370014,2081,1k-10k
Paid,0.7751479289940828,169,50-200
Paid,0.8563758389261745,745,200-1k
Paid,0.7962962962962963,54,50-200
Paid,0.7108433734939759,83,50-200
Paid,0.90439672801636,1956,1k-10k
Paid,0.9456521739130435,92,50-200
Paid,0.8947368421052632,57,50-200
Paid,0.7653478854024557,733,200-1k
Paid,0.5458937198067633,207,200-1k
Paid,0.968944099378882,483,200-1k
Paid,0.7924528301886793,53,50-200
Paid,0.9387617765814267,4458,1k-10k
Paid,0.5294117647058824,68,50-200
Paid,0.8701298701298701,693,200-1k
Paid,0.9043478260869565,115,50-200
Paid,0.863013698630137,73,50-200
Paid,0.9281045751633987,153,50-200
Paid,0.8819875776397516,322,200-1k
Paid,0.8501594048884166,1882,1k-10k
Paid,0.3527777777777778,360,200-1k
Paid,0.875,192,50-200
Paid,0.7054794520547946,1460,1k-10k
Paid,0.9675807823129252,9408,1k-10k
Paid,0.9573863636363636,704,200-1k
Paid,0.7230769230769231,65,50-200
Paid,0.9038461538461539,52,50-200
Paid,0.982101167315175,1285,1k-10k
Paid,0.785472972972973,1184,1k-10k
Paid,0.9579341940857976,2401,1k-10k
Paid,0.93,100,50-200
Paid,0.8728070175438597,228,200-1k
Paid,0.36923076923076925,65,50-200
Paid,0.7927663734115347,1023,1k-10k
Paid,0.9100775193798449,645,200-1k
Paid,0.8950617283950617,162,50-200
Paid,0.9030837004405287,227,200-1k
Paid,0.717948717948718,78,50-200
Paid,0.8353510895883777,413,200-1k
Paid,0.3103448275862069,58,50-200
Paid,0.6770833333333334,96,50-200
Paid,0.898360655737705,305,200-1k
Paid,0.9789473684210527,190,50-200
Paid,0.8125,176,50-200
Paid,0.8506849315068493,730,200-1k
Paid,0.9633567066274599,4421,1k-10k
Paid,0.8251748251748252,143,50-200
Paid,0.9263322884012539,638,200-1k
Paid,0.9051724137931034,580,200-1k
Paid,0.65625,64,50-200
Paid,0.6857142857142857,210,200-1k
Paid,0.9136212624584718,301,200-1k
Paid,0.9754601226993865,163,50-200
Paid,0.8767550702028081,7692,1k-10k
Paid,0.9661016949152542,295,200-1k
Paid,0.5477707006369427,157,50-200
Paid,0.8383838383838383,198,50-200
Paid,0.7802197802197802,91,50-200
Paid,0.5427613191727222,1789,1k-10k
Paid,0.6766917293233082,133,50-200
Paid,0.8111888111888111,143,50-200
Paid,0.9202037351443124,589,200-1k
Paid,0.17687074829931973,147,50-200
Paid,0.7243994943109987,791,200-1k
Paid,0.965865992414665,791,200-1k
Paid,0.7376425855513308,263,200-1k
Paid,0.8095238095238095,315,200-1k
Paid,0.5703125,256,200-1k
Paid,0.9665298152505883,79892,10k+
Paid,0.8232105321385109,27117,10k+
Paid,0.8676470588235294,68,50-200
Paid,0.5357142857142857,140,50-200
Paid,0.962,500,200-1k
Paid,0.6069364161849711,173,50-200
Paid,0.8730772280367903,50448,10k+
Paid,0.7208672086720868,369,200-1k
Paid,0.7066974595842956,433,200-1k
Paid,0.7350427350427351,117,50-200
Paid,0.9640287769784173,556,200-1k
Paid,0.9390681003584229,5301,1k-10k
Paid,0.9019607843137255,51,50-200
Paid,0.850632911392405,790,200-1k
Paid,0.3260371065249114,4797,1k-10k
Paid,0.7243243243243244,185,50-200
Paid,0.9444444444444444,54,50-200
Paid,0.94,100,50-200
Paid,0.7862068965517242,145,50-200
Paid,0.8524590163934426,61,50-200
Paid,0.9446688206785138,4952,1k-10k
Paid,0.9851632047477745,337,200-1k
Paid,0.9890652557319224,2835,1k-10k
Paid,0.8112305854241338,2511,1k-10k
Paid,0.9809795530194959,6309,1k-10k
Paid,0.8530048277010155,6007,1k-10k
Paid,0.9655172413793104,87,50-200
Paid,0.9487179487179487,156,50-200
Paid,0.49056603773584906,53,50-200
Paid,0.8412698412698413,126,50-200
Paid,0.8808864265927978,361,200-1k
Paid,0.68,100,50-200
Paid,0.7910447761194029,134,50-200
Paid,0.6451612903225806,62,50-200
Paid,0.1810344827586207,116,50-200
Paid,0.7288135593220338,59,50-200
Paid,0.9440894568690096,1878,1k-10k
Paid,0.9652777777777778,144,50-200
Paid,0.8646766169154229,1005,1k-10k
Paid,0.9344729344729344,702,200-1k
Paid,0.6847826086956522,92,50-200
Paid,0.8515463917525773,1455,1k-10k
Paid,0.38095238095238093,63,50-200
Paid,0.9242857142857143,700,200-1k
Paid,0.9326923076923077,104,50-200
Paid,0.8223938223938224,259,200-1k
Paid,0.7209302325581395,86,50-200
Paid,0.9381672597864769,2248,1k-10k
Paid,0.7657657657657657,111,50-200
Paid,0.8809523809523809,168,50-200
Paid,0.8,65,50-200
Paid,0.8433734939759037,83,50-200
Paid,0.56120826709062,629,200-1k
Paid,0.86,50,50-200
Paid,0.9120234604105572,341,200-1k
Paid,0.9550561797752809,89,50-200
Paid,0.7976782752902156,603,200-1k
Paid,0.3291139240506329,79,50-200
Paid,0.9349022736338253,25070,10k+
Paid,0.9636363636363636,110,50-200
Paid,0.7691500524658972,953,200-1k
Paid,0.9150943396226415,106,50-200
Paid,0.6329113924050633,79,50-200
Paid,0.7891246684350133,754,200-1k
Paid,0.6257183908045977,1392,1k-10k
Paid,0.5209580838323353,167,50-200
Paid,0.5854922279792746,193,50-200
Paid,0.7596153846153846,104,50-200
Paid,0.897172236503856,389,200-1k
Paid,0.8606965174129353,201,200-1k
Paid,0.8888888888888888,108,50-200
Paid,0.974910394265233,279,200-1k
Paid,0.5900900900900901,222,200-1k
Paid,0.6099290780141844,141,50-200
Paid,0.7643979057591623,573,200-1k
Paid,0.7510105092966856,1237,1k-10k
Paid,0.9324324324324325,666,200-1k
Paid,0.6714285714285714,210,200-1k
Paid,0.9464720194647201,411,200-1k
Paid,0.5966666666666667,300,200-1k
Paid,0.8957345971563981,422,200-1k
Paid,0.5431034482758621,116,50-200
Paid,0.8791208791208791,182,50-200
Paid,0.7183327318657524,5542,1k-10k
Paid,0.7777777777777778,621,200-1k
Paid,0.7181818181818181,220,200-1k
Paid,0.9468988498333871,18606,10k+
Paid,0.9227053140096618,207,200-1k
Paid,0.5726495726495726,117,50-200
Paid,0.9506172839506173,81,50-200
Paid,0.5604395604395604,91,50-200
Paid,0.6693548387096774,868,200-1k
Paid,0.9618169848584596,1519,1k-10k
Paid,0.9458333333333333,240,200-1k
Paid,0.5637583892617449,149,50-200
Paid,0.8791612057667103,3815,1k-10k
Paid,0.914238592633315,1819,1k-10k
Paid,0.9884393063583815,173,50-200
Paid,0.716927453769559,703,200-1k
Paid,0.8095238095238095,105,50-200
Paid,0.6619718309859155,142,50-200
Paid,0.881619937694704,321,200-1k
Paid,0.6153846153846154,52,50-200
Paid,0.8515691263782866,1179,1k-10k
Paid,0.8566978193146417,321,200-1k
Paid,0.8901734104046243,346,200-1k
Paid,0.8959276018099548,884,200-1k
Paid,0.4614773629864972,1259,1k-10k
Paid,0.8444444444444444,90,50-200
Paid,0.7410071942446043,139,50-200
Paid,0.6790123456790124,81,50-200
Paid,0.9074074074074074,54,50-200
Paid,0.8048780487804879,205,200-1k
Paid,0.6424870466321243,193,50-200
Paid,0.898876404494382,89,50-200
Paid,0.7653061224489796,98,50-200
Paid,0.6666666666666666,243,200-1k
Paid,0.7151898734177216,158,50-200
Paid,0.6968190854870775,1006,1k-10k
Paid,0.9285714285714286,84,50-200
Paid,0.9815353625783348,8936,1k-10k
Paid,0.6297229219143576,397,200-1k
Paid,0.8058007566204287,793,200-1k
Paid,0.9505054759898904,4748,1k-10k
Paid,0.96,50,50-200
Paid,0.8547215496368039,413,200-1k
Paid,0.703125,64,50-200
Paid,0.7993254637436762,593,200-1k
Paid,0.7666666666666667,150,50-200
Paid,0.8235294117647058,119,50-200
Paid,0.9785245806489059,51687,10k+
Paid,0.6290381567719127,16406,10k+
Paid,0.928030303030303,264,200-1k
Paid,0.9024390243902439,82,50-200
Paid,0.6391752577319587,97,50-200
Paid,0.9264,625,200-1k
Paid,0.9166666666666666,108,50-200
Paid,0.9353169469598965,3092,1k-10k
Paid,0.9830508474576272,59,50-200
Paid,0.6984126984126984,126,50-200
Paid,0.6768665850673194,1634,1k-10k
Paid,0.5887850467289719,107,50-200
Paid,0.5814285714285714,700,200-1k
Paid,0.6666666666666666,51,50-200
Paid,0.48,50,50-200
Paid,0.8918685121107266,2312,1k-10k
Paid,0.7523809523809524,315,200-1k
Paid,0.9233498935415189,1409,1k-10k
Paid,0.5754923413566739,457,200-1k
Paid,0.8516498500136351,3667,1k-10k
Paid,0.7090909090909091,55,50-200
Paid,0.8895705521472392,163,50-200
Paid,0.8769251291503966,82462,10k+
Paid,0.7448979591836735,98,50-200
Paid,0.8706293706293706,286,200-1k
Paid,0.980193661971831,2272,1k-10k
Paid,0.8746904408122833,2019,1k-10k
Paid,0.9320754716981132,530,200-1k
Paid,0.806941431670282,461,200-1k
Paid,0.660935810984712,19427,10k+
Paid,0.7567567567567568,148,50-200
Paid,0.4290171606864275,641,200-1k
Paid,0.984197218710493,1582,1k-10k
Paid,0.7656579873328642,1421,1k-10k
Paid,0.8037825059101655,423,200-1k
Paid,0.9215686274509803,51,50-200
Paid,0.6526717557251909,524,200-1k
Paid,0.3904761904761905,105,50-200
Paid,0.7015151515151515,660,200-1k
Paid,0.8518518518518519,54,50-200
Paid,0.9042933810375671,1118,1k-10k
Paid,0.8645833333333334,96,50-200
Paid,0.5196629213483146,356,200-1k
Paid,0.9393939393939394,198,50-200
Paid,0.9702970297029703,101,50-200
Paid,0.7861885790172642,753,200-1k
Paid,0.6957132817990161,1423,1k-10k
Paid,0.7636363636363637,55,50-200
Paid,0.8679245283018868,53,50-200
Paid,0.9426178660049628,3224,1k-10k
Paid,0.8688524590163934,61,50-200
Paid,0.6611640211640212,4725,1k-10k
Paid,0.7017543859649122,57,50-200
Paid,0.8192771084337349,83,50-200
Paid,0.7969924812030075,399,200-1k
Paid,0.9349807220469681,5706,1k-10k
Paid,0.697841726618705,139,50-200
Paid,0.5666666666666667,60,50-200
Paid,0.8658536585365854,246,200-1k
Paid,0.7598039215686274,204,200-1k
Paid,0.8438538205980066,301,200-1k
Paid,0.8825503355704698,298,200-1k
Paid,0.91324200913242,219,200-1k
Paid,0.7843137254901961,663,200-1k
Paid,0.9230769230769231,91,50-200
Paid,0.8623188405797102,138,50-200
Paid,0.8121212121212121,165,50-200
Paid,0.9846153846153847,65,50-200
Paid,0.7039337474120083,483,200-1k
Paid,0.6043956043956044,91,50-200
Paid,0.8747460182211444,15257,10k+
Paid,0.8029411764705883,340,200-1k
Paid,0.567741935483871,155,50-200
Paid,0.5683646112600537,373,200-1k
Paid,0.7155963302752294,109,50-200
Paid,0.9428571428571428,105,50-200
Paid,0.43478260869565216,69,50-200
Paid,0.8675,400,200-1k
Paid,0.8115942028985508,69,50-200
Paid,0.8762886597938144,97,50-200
Paid,0.9479553903345725,269,200-1k
Paid,0.8352941176470589,170,50-200
Paid,0.954516219801423,49754,10k+
Paid,0.7839195979899497,1393,1k-10k
Paid,0.7567567567567568,111,50-200
Paid,0.7933884297520661,121,50-200
Paid,0.8982687139315403,47999,10k+
Paid,0.8116927260367097,1471,1k-10k
Paid,0.775,120,50-200
Paid,0.9365671641791045,536,200-1k
Paid,0.9433962264150944,53,50-200
Paid,0.5284552845528455,123,50-200
Paid,0.896551724137931,116,50-200
Paid,0.8360655737704918,61,50-200
Paid,0.25316455696202533,79,50-200
Paid,0.9722749715153817,15798,10k+
Paid,0.5486725663716814,113,50-200
Paid,0.9606299212598425,127,50-200
Paid,0.7037037037037037,54,50-200
Paid,0.9426048565121413,453,200-1k
Paid,0.8671875,128,50-200
Paid,0.8492366412213741,524,200-1k
Paid,0.8441558441558441,77,50-200
Paid,0.8420954511558538,10728,10k+
Paid,0.9094202898550725,276,200-1k
Paid,0.9083333333333333,120,50-200
Paid,0.5833333333333334,96,50-200
Paid,0.9197646429526611,3739,1k-10k
Paid,0.8769230769230769,260,200-1k
Paid,0.6956521739130435,69,50-200
Paid,0.6956521739130435,69,50-200
Paid,0.9649458253664754,1569,1k-10k
Paid,0.8301886792452831,53,50-200
Paid,0.6917808219178082,438,200-1k
Paid,0.31746031746031744,126,50-200
Paid,0.75,128,50-200
Paid,0.5416666666666666,72,50-200
Paid,0.8233890214797136,419,200-1k
Paid,0.8902439024390244,246,200-1k
Paid,0.8191412981045376,27856,10k+
Paid,0.55,60,50-200
Paid,0.9019607843137255,51,50-200
Paid,0.6666666666666666,114,50-200
Paid,0.7840236686390533,338,200-1k
Paid,0.803921568627451,51,50-200
Paid,0.9642857142857143,56,50-200
Paid,0.7785234899328859,149,50-200
Paid,0.734504132231405,1936,1k-10k
Paid,0.7301587301587301,63,50-200
Paid,0.927536231884058,69,50-200
Paid,0.8669237923299962,36558,10k+
Paid,0.9689922480620154,258,200-1k
Paid,0.9551282051282052,312,200-1k
Paid,0.926829268292683,82,50-200
Paid,0.8033088235294118,1632,1k-10k
Paid,0.8608695652173913,230,200-1k
Paid,0.9417555373256767,6095,1k-10k
Paid,0.6970588235294117,340,200-1k
Paid,0.6140350877192983,57,50-200
Paid,0.8630952380952381,1008,1k-10k
Paid,0.8010471204188482,191,50-200
Paid,0.948918640576725,4855,1k-10k
Paid,0.9754322111010009,2198,1k-10k
Paid,0.7641509433962265,106,50-200
Paid,0.7623762376237624,101,50-200
Paid,0.8874734607218684,942,200-1k
Paid,0.5092783505154639,485,200-1k
Paid,0.9242424242424242,3168,1k-10k
Paid,0.8472222222222222,72,50-200
Paid,0.7049180327868853,61,50-200
Paid,0.9527027027027027,148,50-200
Paid,0.7882225823878984,1851,1k-10k
Paid,0.9424157303370787,2136,1k-10k
Paid,0.9015471167369902,711,200-1k
Paid,0.7725631768953068,277,200-1k
Paid,0.980190927679304,153566,10k+
Paid,0.6619883040935672,2565,1k-10k
Paid,0.5384615384615384,52,50-200
Paid,0.7120723047127179,3098,1k-10k
Paid,0.8537360890302067,1258,1k-10k
Paid,0.3115264797507788,321,200-1k
Paid,0.7475247524752475,202,200-1k
Paid,0.5851063829787234,188,50-200
Paid,0.6666666666666666,84,50-200
Paid,0.7551020408163265,98,50-200
Paid,0.5307017543859649,228,200-1k
Paid,0.7518764182230756,11458,10k+
Paid,0.9393939393939394,66,50-200
Paid,0.7058823529411765,51,50-200
Paid,0.5913705583756346,1182,1k-10k
Paid,0.6695914577530176,21540,10k+
Paid,0.7178217821782178,404,200-1k
Paid,0.9598893499308437,723,200-1k
Paid,0.8199004975124378,1005,1k-10k
Paid,0.9271343121261555,1839,1k-10k
Paid,0.6578947368421053,76,50-200
Paid,0.7823691460055097,363,200-1k
Paid,0.25217391304347825,115,50-200
Paid,0.8741721854304636,151,50-200
Paid,0.7547169811320755,212,200-1k
Paid,0.8309859154929577,71,50-200
Paid,0.6718938480096501,829,200-1k
Paid,0.9074074074074074,54,50-200
Paid,0.9361924686192469,956,200-1k
Paid,0.810126582278481,316,200-1k
Paid,0.9844236760124611,321,200-1k
Paid,1.0,91,50-200
Paid,0.757679180887372,293,200-1k
Paid,0.909433962264151,265,200-1k
Paid,0.7831084457771115,2001,1k-10k
Paid,0.8311688311688312,154,50-200
Paid,0.7160493827160493,81,50-200
Paid,0.9433962264150944,53,50-200
Paid,0.5044176706827309,1245,1k-10k
Paid,0.8691037735849056,848,200-1k
Paid,0.7111913357400722,277,200-1k
Paid,0.8809523809523809,84,50-200
Paid,0.8388888888888889,180,50-200
Paid,0.6863106200122775,1629,1k-10k
Paid,0.9294555526703021,34659,10k+
Paid,0.4523809523809524,84,50-200
Paid,0.7142857142857143,70,50-200
Paid,0.8378378378378378,74,50-200
Paid,0.8436507936507937,2520,1k-10k
Paid,0.7081761006289308,1590,1k-10k
Paid,0.8309859154929577,71,50-200
Paid,0.9454094292803971,2821,1k-10k
Paid,0.9410494629756586,380709,10k+
Paid,0.6942675159235668,157,50-200
Paid,0.6962962962962963,135,50-200
Paid,0.6422535211267606,355,200-1k
Paid,0.7457627118644068,59,50-200
Paid,0.5983606557377049,122,50-200
Paid,0.8955223880597015,67,50-200
Paid,0.8727879799666111,2995,1k-10k
Paid,0.8933901918976546,469,200-1k
Paid,0.42857142857142855,70,50-200
Paid,1.0,66,50-200
Paid,0.8390804597701149,174,50-200
Paid,0.7656982193064668,1067,1k-10k
Paid,0.8849104859335039,391,200-1k
Paid,0.816,125,50-200
Paid,0.9583785740137531,22104,10k+
Paid,0.19607843137254902,51,50-200
Paid,0.8924731182795699,93,50-200
Paid,0.8235294117647058,85,50-200
Paid,0.9176578225068619,1093,1k-10k
Paid,0.7979041916167665,1336,1k-10k
Paid,0.6307692307692307,195,50-200
Paid,0.9354838709677419,589,200-1k
Paid,0.7692307692307693,169,50-200
Paid,0.9111111111111111,180,50-200
Paid,0.6116504854368932,103,50-200
Paid,0.8333333333333334,60,50-200
Paid,0.9047619047619048,147,50-200
Paid,0.8,7075,1k-10k
Paid,0.7232142857142857,224,200-1k
Paid,0.8260869565217391,69,50-200
Paid,0.9338842975206612,121,50-200
Paid,0.8069815195071869,487,200-1k
Paid,0.9171075837742504,567,200-1k
Paid,0.95703125,256,200-1k
Paid,0.9047619047619048,1722,1k-10k
Paid,0.912055619266055,13952,10k+
Paid,0.717391304347826,460,200-1k
Paid,0.91,100,50-200
Paid,0.8024096385542169,830,200-1k
Paid,0.49612403100775193,129,50-200
Paid,0.8455162019593067,1327,1k-10k
Paid,0.9234957020057306,3490,1k-10k
Paid,0.8362734634942558,15929,10k+
Paid,0.7399056109071841,22884,10k+
Paid,0.9302325581395349,86,50-200
Paid,0.7538461538461538,65,50-200
Paid,0.6844526218951242,1087,1k-10k
Paid,0.9558823529411765,408,200-1k
Paid,0.6712328767123288,146,50-200
Paid,0.9672489082969432,458,200-1k
Paid,0.9588353413654619,1992,1k-10k
Paid,0.9413489736070382,341,200-1k
Paid,0.6347177848775293,939,200-1k
Paid,0.93807310103638,140682,10k+
Paid,0.5625,368,200-1k
Paid,0.875,312,200-1k
Paid,0.8518518518518519,81,50-200
Paid,0.8691099476439791,382,200-1k
Paid,0.8853211009174312,218,200-1k
Paid,0.9579179017335848,22266,10k+
Paid,0.799697457989411,30409,10k+
Paid,0.40328808070743555,8029,1k-10k
Paid,0.7413793103448276,1798,1k-10k
Paid,0.7247191011235955,356,200-1k
Paid,0.7536231884057971,69,50-200
Paid,0.5,52,50-200
Paid,0.8404947916666666,1536,1k-10k
Paid,0.6753246753246753,77,50-200
Paid,0.9436619718309859,142,50-200
Paid,0.8784530386740331,181,50-200
Paid,0.846932321315623,1581,1k-10k
Paid,0.8789808917197452,1256,1k-10k
Paid,0.8939329656342808,2357,1k-10k
Paid,0.7833513926955191,15689,10k+
Paid,0.8390151515151515,1584,1k-10k
Paid,0.9143272023233301,2066,1k-10k
Paid,0.8861985472154964,413,200-1k
Paid,0.36538461538461536,520,200-1k
Paid,0.8868194842406877,698,200-1k
Paid,0.8535695674830641,1919,1k-10k
Paid,0.8852459016393442,122,50-200
Paid,0.8550968828980623,1187,1k-10k
Paid,0.9278015049827131,14751,10k+
Paid,0.7898550724637681,276,200-1k
Paid,0.9384965831435079,6585,1k-10k
Paid,0.5414364640883977,181,50-200
Paid,0.4827586206896552,116,50-200
Paid,0.34615384615384615,104,50-200
Paid,0.8548387096774194,62,50-200
Paid,0.7306434023991276,917,200-1k
Paid,0.9891304347826086,276,200-1k
Paid,0.49333333333333335,75,50-200
Paid,0.32941176470588235,85,50-200
Paid,0.8389261744966443,149,50-200
Paid,0.38977635782747605,313,200-1k
Paid,0.8769230769230769,195,50-200
Paid,0.8955223880597015,1608,1k-10k
Paid,0.8333333333333334,108,50-200
Paid,0.8105263157894737,95,50-200
Paid,0.9904153354632588,313,200-1k
Paid,0.9905660377358491,106,50-200
Paid,0.6692307692307692,260,200-1k
Paid,0.8125,64,50-200
Paid,0.7931930371525071,3849,1k-10k
Paid,0.8609625668449198,187,50-200
Paid,0.8705882352941177,170,50-200
Paid,0.7079646017699115,113,50-200
Paid,0.5083996463306808,2262,1k-10k
Paid,0.97784720249929,3521,1k-10k
Paid,0.9104943340449991,6089,1k-10k
Paid,0.7963302752293578,545,200-1k
Paid,0.75,424,200-1k
Paid,0.8837081733406473,1823,1k-10k
Paid,0.7286324786324786,468,200-1k
Paid,0.7,90,50-200
Paid,0.7808988764044944,356,200-1k
Paid,0.8537414965986394,1176,1k-10k
Paid,0.7993630573248408,314,200-1k
Paid,0.45454545454545453,143,50-200
Paid,0.9643605870020965,477,200-1k
Paid,0.5567282321899736,379,200-1k
Paid,0.7262396694214877,968,200-1k
Paid,0.8130081300813008,123,50-200
Paid,0.6938421509106678,1153,1k-10k
Paid,0.5773195876288659,194,50-200
Paid,0.8808618504435995,7890,1k-10k
Paid,0.6538461538461539,546,200-1k
Paid,0.8680981595092024,326,200-1k
Paid,0.7723823975720789,659,200-1k
Paid,0.9111969111969112,259,200-1k
Paid,1.0,81,50-200
Paid,0.896551724137931,493,200-1k
Paid,0.8375,160,50-200
Paid,0.782051282051282,78,50-200
Paid,0.8260869565217391,138,50-200
Paid,0.9367469879518072,332,200-1k
Paid,0.7102803738317757,107,50-200
Paid,0.6752136752136753,117,50-200
Paid,0.9848484848484849,66,50-200
Paid,0.9290515309932785,10712,10k+
Paid,0.8605478008954438,15188,10k+
Paid,0.781578947368421,380,200-1k
Paid,0.9465408805031447,318,200-1k
Paid,0.8832479180012812,6244,1k-10k
Paid,0.8609271523178808,151,50-200
Paid,0.8876404494382022,89,50-200
Paid,0.6788321167883211,137,50-200
Paid,0.8989010989010989,455,200-1k
Paid,0.7771739130434783,368,200-1k
Paid,0.7074542897327707,711,200-1k
Paid,0.6588235294117647,85,50-200
Paid,0.8468085106382979,235,200-1k
Paid,0.7013574660633484,221,200-1k
Paid,0.9023090586145648,563,200-1k
Paid,0.8544061302681992,261,200-1k
Paid,0.7142857142857143,581,200-1k
Paid,0.7581120943952803,678,200-1k
Paid,0.5769230769230769,52,50-200
Paid,0.7507002801120448,714,200-1k
Paid,0.835820895522388,134,50-200
Paid,0.9876237623762376,404,200-1k
Paid,0.7446248020465343,65672,10k+
Paid,0.6272727272727273,110,50-200
Paid,0.8888888888888888,54,50-200
Paid,0.8531468531468531,1573,1k-10k
Paid,0.7184035476718403,902,200-1k
Paid,0.8133333333333334,75,50-200
Paid,0.5703703703703704,135,50-200
Paid,0.8652569461519548,4067,1k-10k
Paid,0.9897804693414081,2642,1k-10k
Paid,0.8907563025210085,119,50-200
Paid,0.9615384615384616,78,50-200
Paid,0.9692189025345594,82973,10k+
Paid,0.45110410094637227,1902,1k-10k
Paid,0.8010471204188482,191,50-200
Paid,0.9447089947089947,7560,1k-10k
Paid,0.9477911646586346,249,200-1k
Paid,0.8321247319706487,92807,10k+
Paid,0.9786803984792338,41558,10k+
Paid,0.856546687532603,1917,1k-10k
Paid,0.9325693406410895,6021,1k-10k
Paid,0.543859649122807,171,50-200
Paid,0.9319066147859922,514,200-1k
Paid,0.8432687080992933,5519,1k-10k
Paid,0.75,88,50-200
Paid,0.8448275862068966,58,50-200
Paid,0.7630057803468208,173,50-200
Paid,0.7570422535211268,284,200-1k
Paid,0.8920863309352518,139,50-200
Paid,0.667687595712098,653,200-1k
Paid,0.8748765228844254,3037,1k-10k
Paid,0.9734513274336283,113,50-200
Paid,0.9193548387096774,1364,1k-10k
Paid,0.972972972972973,185,50-200
Paid,0.8894230769230769,208,200-1k
Paid,0.8640776699029126,103,50-200
Paid,0.8937007874015748,762,200-1k
Paid,0.8236994219653179,346,200-1k
Paid,0.8,90,50-200
Paid,0.8932806324110671,253,200-1k
Paid,0.8187919463087249,447,200-1k
Paid,0.8584873949579832,5950,1k-10k
Paid,0.8125765618619845,2449,1k-10k
Paid,0.8105263157894737,95,50-200
Paid,0.5721618953603159,10130,10k+
Paid,0.8642857142857143,140,50-200
Paid,0.5650793650793651,315,200-1k
Paid,0.9162949049072552,8518,1k-10k
Paid,0.8522727272727273,88,50-200
Paid,0.9591836734693877,196,50-200
Paid,0.9332023575638507,1018,1k-10k
Paid,0.9251700680272109,147,50-200
Paid,0.9874213836477987,159,50-200
Paid,0.8611111111111112,288,200-1k
Paid,0.8538704581358609,1266,1k-10k
Paid,0.9004276114844227,1637,1k-10k
Paid,0.7283422459893049,935,200-1k
Paid,0.6621621621621622,148,50-200
Paid,0.9746376811594203,276,200-1k
Paid,0.453125,128,50-200
Paid,0.8449612403100775,387,200-1k
Paid,0.5689655172413793,58,50-200
Paid,0.8076923076923077,156,50-200
Paid,0.823170731707317,164,50-200
Paid,0.9247311827956989,93,50-200
Paid,0.7669902912621359,103,50-200
Paid,0.6827586206896552,145,50-200
Paid,0.8830409356725146,171,50-200
Paid,0.7607771706132362,1647,1k-10k
Paid,0.9358974358974359,234,200-1k
Paid,0.9528985507246377,276,200-1k
Paid,0.8448275862068966,116,50-200
Paid,0.7993254637436762,1779,1k-10k
Paid,0.8045112781954887,665,200-1k
Paid,0.800275482093664,726,200-1k
Paid,0.8960396039603961,404,200-1k
Paid,0.88,50,50-200
Paid,0.7216981132075472,424,200-1k
Paid,0.9490373725934315,1766,1k-10k
Paid,0.9373000639795266,1563,1k-10k
Paid,0.7282608695652174,92,50-200
Paid,0.9407407407407408,270,200-1k
Paid,0.7684346701164295,773,200-1k
Paid,0.8682170542635659,129,50-200
Paid,0.7619047619047619,105,50-200
Paid,0.3191489361702128,141,50-200
Paid,0.6510416666666666,192,50-200
Paid,0.9666173784465513,57485,10k+
Paid,0.9352941176470588,170,50-200
Paid,0.4444444444444444,72,50-200
Paid,0.9494949494949495,297,200-1k
Paid,0.5227272727272727,88,50-200
Paid,0.93993993993994,333,200-1k
Paid,0.9283667621776505,698,200-1k
Paid,0.7037037037037037,54,50-200
Paid,0.7716049382716049,162,50-200
Paid,0.6486486486486487,74,50-200
Paid,0.9645669291338582,1016,1k-10k
Paid,0.8389830508474576,236,200-1k
Paid,0.9519253208868145,4285,1k-10k
Paid,0.6610169491525424,59,50-200
Paid,0.9618239660657476,943,200-1k
Paid,0.9285714285714286,252,200-1k
Paid,0.7441860465116279,86,50-200
Paid,0.6491228070175439,57,50-200
Paid,0.7819025522041764,431,200-1k
Paid,0.6190476190476191,84,50-200
Paid,0.37800687285223367,291,200-1k
Paid,0.9420289855072463,69,50-200
Paid,0.7790697674418605,172,50-200
Paid,0.7611940298507462,67,50-200
Paid,0.9565217391304348,368,200-1k
Paid,0.67,100,50-200
Paid,0.882051282051282,585,200-1k
Paid,0.756578947368421,152,50-200
Paid,0.587737843551797,473,200-1k
Paid,0.9141414141414141,594,200-1k
Paid,0.9099099099099099,111,50-200
